Chr	Start	End	ENSGID	Gene	HI	TS	GHIS	Episcores	LOEUF	pLI	Morbid_gene	OMIM_gene	Zscore_gene
chrX	3577528	3586233	ENSG00000236188	PRKX-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	5758678	6146904	ENSG00000146938	NLGN4X	NA	NA	0.607001198	NA	0.25	0.99	1	1	2.70
chrX	6451659	6453159	ENSG00000169059	VCX3A	0	40	NA	NA	1.87	0.31	0	1	-2.14
chrX	6966961	7066231	ENSG00000130021	HDHD1	NA	NA	0.558095029	NA	1.14	0.13	0	1	0.08
chrX	7137497	7272851	ENSG00000101846	STS	3	0	0.496253433	NA	0.44	0.81	1	1	1.09
chrX	7810303	7812184	ENSG00000182583	VCX	NA	NA	NA	NA	1.82	0.34	0	1	-2.81
chrX	7866288	7895780	ENSG00000006757	PNPLA4	NA	NA	0.558759756	NA	1.27	0.00	0	1	-0.15
chrX	8137989	8139308	ENSG00000177504	VCX2	NA	NA	NA	NA	1.94	0.06	0	1	-4.99
chrX	8432871	8434550	ENSG00000205642	VCX3B	NA	NA	NA	NA	1.83	0.34	0	1	-1.64
chrX	8496915	8700227	ENSG00000011201	KAL1	3	0	0.413253363	NA	0.25	1.00	1	1	0.89
chrX	8758836	8769424	ENSG00000183304	FAM9A	NA	NA	NA	NA	1.91	0.00	0	1	-0.75
chrX	8992273	9132680	ENSG00000177138	FAM9B	NA	NA	0.38323912	NA	1.69	0.00	0	1	-0.63
chrX	9431335	9687780	ENSG00000101849	TBL1X	NA	NA	0.535996769	NA	0.31	0.98	0	1	2.48
chrX	9693386	9754337	ENSG00000101850	GPR143	NA	NA	0.519990062	NA	0.37	0.93	1	1	0.88
chrX	9754496	9917483	ENSG00000146950	SHROOM2	NA	NA	0.406363487	NA	0.53	0.00	0	1	-0.33
chrX	9983602	10112518	ENSG00000047644	WWC3	NA	NA	0.418288481	NA	0.18	1.00	0	0	1.51
chrX	9992882	10006694	ENSG00000225076	WWC3-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	10125024	10205700	ENSG00000073464	CLCN4	2	0	0.584682404	NA	0.15	1.00	1	1	4.52
chrX	10413350	10851773	ENSG00000101871	MID1	3	0	0.615170077	NA	0.30	0.98	1	1	2.92
chrX	11129421	11141198	ENSG00000004961	HCCS	NA	NA	0.461907627	NA	0.41	0.89	1	1	1.20
chrX	11136239	11683821	ENSG00000047648	ARHGAP6	NA	NA	0.522462012	NA	0.23	1.00	0	1	1.82
chrX	11311533	11318881	ENSG00000125363	AMELX	NA	NA	NA	NA	0.95	0.07	1	1	0.96
chrX	11776278	11793870	ENSG00000005302	MSL3	NA	NA	0.528110426	NA	0.18	1.00	0	1	1.93
chrX	12156585	12742642	ENSG00000169933	FRMPD4	NA	NA	0.620373751	NA	0.08	1.00	1	1	1.95
chrX	12391286	12393252	ENSG00000223487	FRMPD4-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	12809474	12842341	ENSG00000101911	PRPS2	NA	NA	0.50707467	NA	0.34	0.94	0	1	3.05
chrX	12885202	12908499	ENSG00000196664	TLR7	NA	NA	0.570837201	NA	0.30	0.98	0	1	3.01
chrX	12920936	12926452	ENSG00000233338	TLR8-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	12924739	12941288	ENSG00000101916	TLR8	NA	NA	0.491377132	NA	0.49	0.32	0	1	3.08
chrX	12993227	12995346	ENSG00000205542	TMSB4X	NA	NA	0.616086026	NA	1.67	0.41	0	1	0.98
chrX	13053737	13062801	ENSG00000187268	FAM9C	NA	NA	0.43290444	NA	1.94	0.00	0	1	0.16
chrX	13328771	13338052	ENSG00000231216	GS1-600G8.3	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	13336770	13338518	ENSG00000123594	ATXN3L	NA	NA	NA	NA	NA	NA	0	1	-0.02
chrX	13587724	13651694	ENSG00000198759	EGFL6	NA	NA	NA	NA	1.29	0.00	0	1	0.64
chrX	13671225	13700083	ENSG00000176896	TCEANC	NA	NA	0.417669	NA	1.07	0.05	0	1	0.28
chrX	13707244	13728625	ENSG00000123595	RAB9A	NA	NA	0.635631929	NA	0.51	0.83	0	1	1.28
chrX	13730363	13752754	ENSG00000196459	TRAPPC2	3	0	0.624422015	NA	1.75	0.00	1	1	1.53
chrX	13752832	13787480	ENSG00000046651	OFD1	3	0	0.553881739	NA	0.32	0.96	1	1	0.32
chrX	13789150	13956757	ENSG00000046653	GPM6B	NA	NA	0.640664047	NA	0.59	0.35	0	1	1.99
chrX	14026398	14048012	ENSG00000046647	GEMIN8	NA	NA	0.484619191	NA	0.33	0.94	0	1	0.60
chrX	14547420	14749934	ENSG00000101958	GLRA2	NA	NA	0.608372955	NA	0.30	0.97	0	1	2.70
chrX	14861529	14891191	ENSG00000181544	FANCB	3	0	0.421054575	NA	0.23	1.00	1	1	-0.04
chrX	14891563	14940449	ENSG00000130150	MOSPD2	NA	NA	0.537864469	NA	0.26	0.99	0	0	1.66
chrX	15253410	15288589	ENSG00000102048	ASB9	NA	NA	0.481782286	NA	0.58	0.70	0	1	0.99
chrX	15298053	15333778	ENSG00000165192	ASB11	NA	NA	0.497193787	NA	1.61	0.00	0	1	-0.00
chrX	15337573	15353676	ENSG00000165195	PIGA	2	0	0.409995672	NA	0.30	0.96	1	1	2.17
chrX	15363713	15402498	ENSG00000165197	FIGF	NA	NA	0.513124609	NA	1.15	0.00	0	1	0.50
chrX	15402921	15511687	ENSG00000087842	PIR	NA	NA	0.436568843	NA	1.80	0.00	0	1	-0.40
chrX	15482369	15574652	ENSG00000102010	BMX	NA	NA	0.505282302	NA	0.56	0.01	0	1	0.99
chrX	15579156	15620271	ENSG00000130234	ACE2	NA	NA	NA	NA	0.25	1.00	0	1	1.25
chrX	15621004	15639607	ENSG00000225833	GS1-594A7.3	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	15645441	15683154	ENSG00000147003	TMEM27	NA	NA	0.451624222	NA	1.75	0.00	0	1	-0.28
chrX	15706953	15805747	ENSG00000169239	CA5B	NA	NA	0.552017694	NA	1.20	0.00	0	1	-0.05
chrX	15808595	15841383	ENSG00000169249	ZRSR2	NA	NA	0.519676083	NA	0.13	1.00	0	1	1.46
chrX	15843929	15873054	ENSG00000182287	AP1S2	3	0	0.492223705	NA	0.45	0.87	1	1	2.01
chrX	16141679	16171144	ENSG00000126010	GRPR	NA	NA	0.404598437	NA	0.88	0.22	0	1	0.72
chrX	16185604	16189587	ENSG00000182798	MAGEB17	NA	NA	NA	NA	NA	NA	0	1	0.64
chrX	16606126	16731059	ENSG00000047230	CTPS2	NA	NA	0.570845279	NA	0.39	0.82	0	1	2.59
chrX	16668281	16672793	ENSG00000169906	S100G	NA	NA	0.401138353	NA	1.84	0.11	0	1	0.38
chrX	16737755	16783459	ENSG00000169895	SYAP1	NA	NA	0.542397229	NA	0.35	0.94	0	0	1.16
chrX	16804550	16862642	ENSG00000086712	TXLNG	NA	NA	0.465195615	NA	0.16	1.00	0	1	0.09
chrX	16857406	16888537	ENSG00000102054	RBBP7	NA	NA	0.635587503	NA	0.28	0.98	0	1	2.79
chrX	16964814	17171395	ENSG00000169891	REPS2	NA	NA	0.52193019	NA	0.49	0.20	0	1	1.31
chrX	17393543	17754114	ENSG00000188158	NHS	3	0	0.541474726	NA	0.09	1.00	1	1	1.82
chrX	17570470	17575508	ENSG00000230020	NHS-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	17755588	17773105	ENSG00000047634	SCML1	NA	NA	0.553485649	NA	0.29	0.96	0	1	2.27
chrX	17818169	17879457	ENSG00000131831	RAI2	NA	NA	0.554640687	NA	0.66	0.61	0	1	-0.06
chrX	18181051	18239024	ENSG00000177324	BEND2	NA	NA	NA	NA	0.54	0.09	0	0	0.71
chrX	18257434	18372847	ENSG00000102098	SCML2	NA	NA	0.577828121	NA	0.13	1.00	0	1	2.40
chrX	18443703	18671749	ENSG00000008086	CDKL5	3	0	0.572417572	NA	0.23	1.00	1	1	2.74
chrX	18658030	18690229	ENSG00000102104	RS1	3	0	0.3977439	NA	1.52	0.00	1	1	-0.24
chrX	18694029	18846039	ENSG00000086717	PPEF1	NA	NA	0.439072264	NA	0.29	0.99	0	1	1.94
chrX	18706762	18709723	ENSG00000237221	PPEF1-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	18908414	18912615	ENSG00000237836	PHKA2-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	18910418	19002716	ENSG00000044446	PHKA2	NA	NA	0.48555698	NA	0.37	0.38	1	1	1.82
chrX	19007427	19140755	ENSG00000173698	GPR64	NA	NA	0.40005353	NA	0.34	0.93	1	1	1.89
chrX	19362011	19379823	ENSG00000131828	PDHA1	3	0	0.492999743	NA	0.27	0.99	1	1	2.57
chrX	19378174	19533379	ENSG00000180815	MAP3K15	NA	NA	NA	NA	1.34	0.00	0	1	-0.78
chrX	19552093	19905719	ENSG00000147010	SH3KBP1	NA	NA	0.555053032	NA	0.19	1.00	1	1	2.05
chrX	19930978	19988416	ENSG00000173681	CXorf23	NA	NA	0.559555345	NA	0.42	0.63	0	0	1.26
chrX	20024831	20135035	ENSG00000184368	MAP7D2	NA	NA	0.535494123	NA	0.48	0.04	0	0	-0.25
chrX	20142636	20159962	ENSG00000173674	EIF1AX	NA	NA	0.594515484	NA	0.39	0.91	0	1	2.39
chrX	20158086	20158562	ENSG00000225037	EIF1AX-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	20168029	20285523	ENSG00000177189	RPS6KA3	3	0	NA	NA	0.09	1.00	1	1	4.52
chrX	21392536	21672813	ENSG00000149970	CNKSR2	3	0	0.616898396	NA	0.18	1.00	0	1	3.61
chrX	21673609	21676448	ENSG00000185915	KLHL34	NA	NA	0.468340952	NA	1.37	0.00	0	0	1.46
chrX	21724090	21776281	ENSG00000091482	SMPX	NA	NA	0.593275253	NA	0.95	0.62	1	1	-0.04
chrX	21857754	21903542	ENSG00000012174	MBTPS2	NA	NA	0.677639246	NA	0.17	1.00	1	1	2.09
chrX	21874105	21876845	ENSG00000230797	YY2	NA	NA	0.419025033	NA	0.93	0.41	0	1	1.35
chrX	21958691	22025798	ENSG00000102172	SMS	3	0	0.57111023	NA	0.12	1.00	1	1	1.12
chrX	22050559	22269427	ENSG00000102174	PHEX	3	0	0.507132837	NA	0.14	1.00	1	1	1.71
chrX	22180850	22191100	ENSG00000224204	PHEX-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	22291065	22292574	ENSG00000175809	ZNF645	NA	NA	NA	NA	NA	NA	0	0	0.31
chrX	23018087	23020204	ENSG00000184735	DDX53	NA	NA	NA	NA	0.85	0.66	0	1	0.01
chrX	23352133	23422489	ENSG00000165186	PTCHD1	3	0	0.625120482	NA	0.28	0.98	1	1	2.00
chrX	23682379	23704516	ENSG00000123131	PRDX4	NA	NA	0.39898245	NA	0.94	0.03	0	1	1.04
chrX	23720370	23784592	ENSG00000123130	ACOT9	NA	NA	0.431965273	NA	1.18	0.00	0	1	0.70
chrX	23801290	23804343	ENSG00000130066	SAT1	NA	NA	0.542659369	NA	0.35	0.93	1	1	2.15
chrX	23851470	23926057	ENSG00000184831	APOO	NA	NA	0.464717845	NA	0.55	0.60	0	1	-0.04
chrX	23925918	23957624	ENSG00000165182	CXorf58	NA	NA	NA	NA	1.41	0.00	0	0	0.40
chrX	24001837	24045303	ENSG00000174010	KLHL15	NA	NA	0.607414936	NA	0.20	0.99	1	1	3.69
chrX	24072833	24096088	ENSG00000130741	EIF2S3	NA	NA	NA	NA	0.32	0.96	1	1	3.61
chrX	24164342	24167771	ENSG00000234230	ZFX-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	24167290	24234372	ENSG00000005889	ZFX	NA	NA	0.589372	NA	0.16	1.00	0	1	3.15
chrX	24483338	24557954	ENSG00000067992	PDK3	NA	NA	0.481075309	NA	0.55	0.45	1	1	2.32
chrX	24563633	24568583	ENSG00000260822	GS1-358P8.4	NA	NA	NA	NA	0.55	0.45	1	1	2.32
chrX	24576204	24690794	ENSG00000102230	PCYT1B	NA	NA	0.690138391	NA	0.40	0.90	0	1	2.16
chrX	24668190	24676354	ENSG00000236836	PCYT1B-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	24712036	25015103	ENSG00000101868	POLA1	NA	NA	0.638670307	NA	0.05	1.00	1	1	1.99
chrX	25021811	25034065	ENSG00000004848	ARX	3	0	0.565789532	NA	0.39	0.91	1	1	2.05
chrX	26156460	26158852	ENSG00000176774	MAGEB18	NA	NA	NA	NA	1.85	0.00	0	1	0.82
chrX	26210557	26213763	ENSG00000176746	MAGEB6	NA	NA	NA	NA	NA	NA	0	1	-0.51
chrX	26234286	26236387	ENSG00000188408	MAGEB5	NA	NA	0.420290343	NA	NA	NA	0	1	0.25
chrX	27608499	27766908	ENSG00000189186	DCAF8L2	NA	NA	NA	NA	0.47	0.82	0	0	1.34
chrX	27826107	27841131	ENSG00000177689	MAGEB10	NA	NA	NA	NA	NA	NA	0	1	1.37
chrX	27996110	27999566	ENSG00000226372	DCAF8L1	NA	NA	NA	NA	NA	NA	0	0	0.34
chrX	28605516	29974840	ENSG00000169306	IL1RAPL1	3	0	0.481867855	NA	0.20	1.00	1	1	2.77
chrX	30233677	30238206	ENSG00000099399	MAGEB2	NA	NA	NA	NA	NA	NA	0	1	-1.30
chrX	30248553	30255607	ENSG00000198798	MAGEB3	NA	NA	NA	NA	1.61	0.43	0	1	0.65
chrX	30260057	30262293	ENSG00000120289	MAGEB4	NA	NA	0.400998041	NA	NA	NA	0	1	0.59
chrX	30261847	30270155	ENSG00000214107	MAGEB1	NA	NA	NA	NA	NA	NA	0	1	0.14
chrX	30322323	30327715	ENSG00000169297	NR0B1	3	0	0.452148914	NA	0.28	0.97	1	1	1.08
chrX	30576941	30595961	ENSG00000120280	CXorf21	NA	NA	0.615878871	NA	0.49	0.84	0	1	0.93
chrX	30671476	30748725	ENSG00000198814	GK	3	0	0.615597196	NA	0.29	0.99	1	1	3.19
chrX	30689752	30690283	ENSG00000229331	GK-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	30718115	30742291	ENSG00000243055	GK-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	30845559	30993201	ENSG00000157625	TAB3	NA	NA	0.621195085	NA	0.42	0.62	0	1	1.76
chrX	30852740	30853417	ENSG00000231542	TAB3-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	30872438	30872824	ENSG00000235512	TAB3-AS2	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	31089360	31090170	ENSG00000132446	FTHL17	NA	NA	NA	NA	NA	NA	0	1	0.76
chrX	31115794	33357558	ENSG00000198947	DMD	3	0	0.50237406	NA	0.15	1.00	1	1	-2.43
chrX	32773057	32774517	ENSG00000236828	DMD-AS3	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	34147869	34150447	ENSG00000185448	FAM47A	NA	NA	NA	NA	NA	NA	0	0	0.08
chrX	34645181	34675405	ENSG00000147027	TMEM47	NA	NA	0.624194367	NA	0.57	0.80	0	1	1.01
chrX	34960913	34963034	ENSG00000189132	FAM47B	NA	NA	NA	NA	NA	NA	0	0	-0.71
chrX	35816459	35821852	ENSG00000189023	MAGEB16	NA	NA	NA	NA	1.77	0.37	0	1	0.58
chrX	35937851	36008269	ENSG00000165164	CXorf22	NA	NA	NA	NA	0.49	0.71	0	1	0.45
chrX	36053908	36163187	ENSG00000176034	CHDC2	NA	NA	NA	NA	0.49	0.71	0	1	0.45
chrX	36246735	36403431	ENSG00000205081	CXorf30	NA	NA	NA	NA	0.49	0.71	0	1	0.45
chrX	37026432	37029739	ENSG00000198173	FAM47C	NA	NA	NA	NA	NA	NA	0	1	-0.53
chrX	37208528	37316548	ENSG00000130962	PRRG1	NA	NA	0.506997709	NA	1.12	0.13	0	1	0.41
chrX	37208583	38546928	ENSG00000250349	TM4SF2	NA	NA	0.419025033	NA	0.54	0.75	1	1	1.91
chrX	37430822	37543716	ENSG00000147036	LANCL3	NA	NA	0.3795946	NA	0.84	0.04	0	0	0.14
chrX	37545012	37591383	ENSG00000047597	XK	NA	NA	0.439416207	NA	0.31	0.95	1	1	2.12
chrX	37639264	37672714	ENSG00000165168	CYBB	3	0	0.479883526	NA	0.19	1.00	1	1	2.19
chrX	37696010	37706890	ENSG00000165169	DYNLT3	NA	NA	0.579859859	NA	0.71	0.72	0	1	0.12
chrX	37850070	37850569	ENSG00000187516	CXorf27	NA	NA	NA	NA	NA	NA	0	0	-0.40
chrX	37865835	37988072	ENSG00000147041	SYTL5	NA	NA	0.429023955	NA	0.65	0.00	0	0	-0.39
chrX	38008589	38080696	ENSG00000101955	SRPX	NA	NA	0.55638392	NA	0.77	0.00	0	1	-0.62
chrX	38128416	38186817	ENSG00000156313	RPGR	NA	NA	0.4146351	NA	0.21	1.00	1	1	1.25
chrX	38211798	38280703	ENSG00000036473	OTC	3	0	NA	NA	0.41	0.87	1	1	1.33
chrX	38420623	38548169	ENSG00000156298	TSPAN7	NA	NA	0.634633528	NA	0.54	0.75	1	1	1.91
chrX	38660685	38665790	ENSG00000165175	MID1IP1	NA	NA	0.4238525	NA	1.09	0.58	0	1	0.23
chrX	38660821	38663136	ENSG00000238123	MID1IP1-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	39909068	40036582	ENSG00000183337	BCOR	3	0	0.635714136	NA	0.14	1.00	1	1	1.88
chrX	40440146	40465889	ENSG00000182220	ATP6AP2	0	0	0.536997199	NA	0.43	0.87	1	1	1.66
chrX	40488285	40506819	ENSG00000185753	CXorf38	NA	NA	0.417926555	NA	1.08	0.00	0	0	0.50
chrX	40507558	40595110	ENSG00000180182	MED14	NA	NA	0.57919005	NA	0.09	1.00	0	1	4.13
chrX	40594652	40597950	ENSG00000234636	MED14-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	40944888	41095832	ENSG00000124486	USP9X	3	0	0.641923123	NA	0.05	1.00	1	1	6.41
chrX	41192651	41223725	ENSG00000215301	DDX3X	3	0	0.685533005	NA	0.12	1.00	1	1	4.33
chrX	41306687	41334963	ENSG00000188937	NYX	3	0	0.425965284	NA	1.13	0.13	1	1	2.11
chrX	41374187	41782716	ENSG00000147044	CASK	NA	NA	0.64354647	NA	0.07	1.00	1	1	4.25
chrX	41379289	41381589	ENSG00000233033	CASK-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	41548226	41556526	ENSG00000171659	GPR34	NA	NA	0.453180894	NA	0.82	0.26	0	1	1.71
chrX	41583408	41589388	ENSG00000171657	GPR82	NA	NA	0.39564639	NA	1.08	0.14	0	1	0.56
chrX	43515467	43606068	ENSG00000189221	MAOA	1	0	0.549346407	NA	0.14	1.00	1	1	2.38
chrX	43625858	43741693	ENSG00000069535	MAOB	NA	NA	0.563831247	NA	0.15	1.00	0	1	1.75
chrX	43808022	43832750	ENSG00000124479	NDP	3	0	0.526234828	NA	0.88	0.65	1	1	0.97
chrX	43808978	43828866	ENSG00000236276	NDP-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	44007128	44202918	ENSG00000183690	EFHC2	NA	NA	0.382491033	NA	0.15	1.00	0	1	0.62
chrX	44382885	44402247	ENSG00000069509	FUNDC1	NA	NA	0.635659565	NA	1.15	0.04	0	1	0.26
chrX	44703249	44704130	ENSG00000189037	DUSP21	NA	NA	NA	NA	1.96	0.00	0	1	0.52
chrX	44732757	44971847	ENSG00000147050	KDM6A	3	0	0.524879161	NA	0.16	1.00	1	1	2.95
chrX	45007619	45060146	ENSG00000147113	CXorf36	NA	NA	0.408115359	NA	1.35	0.00	0	1	0.54
chrX	46306292	46356857	ENSG00000147121	KRBOX4	NA	NA	0.437071986	NA	0.88	0.65	0	1	0.26
chrX	46357162	46404892	ENSG00000251192	ZNF674	1	0	0.413849167	NA	1.31	0.00	1	1	1.06
chrX	46433219	46457843	ENSG00000147119	CHST7	NA	NA	0.430471515	NA	0.97	0.07	0	1	1.94
chrX	46464753	46618490	ENSG00000065923	SLC9A7	3	0	0.589453101	NA	0.26	0.99	1	1	2.12
chrX	46696375	46741793	ENSG00000102218	RP2	3	0	0.521637949	NA	1.98	0.00	1	1	-2.53
chrX	46746852	46759138	ENSG00000204904	CXorf31	NA	NA	0.420290343	NA	1.85	0.11	0	0	0.07
chrX	46771711	46920641	ENSG00000102221	JADE3	NA	NA	0.484007233	NA	0.12	1.00	0	1	1.90
chrX	46937775	46952712	ENSG00000130988	RGN	NA	NA	0.447291074	NA	0.99	0.02	0	1	-0.91
chrX	47001615	47004903	ENSG00000147123	NDUFB11	NA	NA	0.462977781	NA	0.56	0.80	1	1	0.51
chrX	47004268	47046212	ENSG00000182872	RBM10	NA	NA	0.584715205	NA	0.11	1.00	1	1	4.46
chrX	47050260	47074527	ENSG00000130985	UBA1	NA	NA	0.519844204	NA	0.11	1.00	1	1	3.48
chrX	47064320	47065264	ENSG00000224975	INE1	NA	NA	0.49204336	NA	NA	NA	0	1	NA
chrX	47077259	47089396	ENSG00000102225	CDK16	NA	NA	0.538045801	NA	0.26	0.99	0	1	2.91
chrX	47092089	47107727	ENSG00000102226	USP11	NA	NA	0.618435322	NA	0.17	1.00	0	1	3.57
chrX	47229982	47273704	ENSG00000147117	ZNF157	NA	NA	NA	NA	1.32	0.00	0	1	0.31
chrX	47305278	47342345	ENSG00000147124	ZNF41	1	0	0.469052817	NA	0.62	0.04	1	1	1.30
chrX	47342970	47344207	ENSG00000196741	CXorf24	NA	NA	0.534492361	NA	NA	NA	0	0	0.35
chrX	47420516	47431307	ENSG00000078061	ARAF	NA	NA	0.555844217	NA	0.33	0.96	0	1	2.45
chrX	47431303	47479252	ENSG00000008056	SYN1	2	0	0.658995838	NA	0.25	0.99	1	1	2.97
chrX	47441712	47446188	ENSG00000102265	TIMP1	NA	NA	0.444867455	NA	0.78	0.50	1	1	1.03
chrX	47483612	47489704	ENSG00000126759	CFP	NA	NA	0.441633268	NA	0.43	0.69	1	1	2.17
chrX	47494920	47510003	ENSG00000126767	ELK1	0	0	0.468650329	NA	0.67	0.00	0	1	1.20
chrX	47511197	47518560	ENSG00000126756	UXT	NA	NA	0.62099868	NA	0.46	0.86	0	1	0.69
chrX	47518232	47519776	ENSG00000267064	UXT-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	47696301	47861960	ENSG00000197779	ZNF81	0	0	0.536735262	NA	0.51	0.55	1	1	1.42
chrX	47834250	47863377	ENSG00000147118	ZNF182	NA	NA	0.54478229	NA	0.99	0.00	0	1	0.61
chrX	47842756	47931025	ENSG00000221994	ZNF630	NA	NA	0.502068369	NA	1.10	0.00	0	1	-0.14
chrX	47863734	47869126	ENSG00000171489	SPACA5	NA	NA	0.393769067	NA	1.71	0.40	0	1	0.85
chrX	47915699	47925971	ENSG00000238068	ZNF630-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	47990039	47991995	ENSG00000171478	SPACA5B	NA	NA	0.393769067	NA	1.87	0.31	0	0	0.63
chrX	48045656	48056199	ENSG00000165583	SSX5	NA	NA	0.4059895	NA	1.85	0.00	0	1	-1.31
chrX	48114752	48126879	ENSG00000126752	SSX1	NA	NA	NA	NA	2.00	0.00	1	1	-4.37
chrX	48205863	48216142	ENSG00000165584	SSX3	NA	NA	0.3945415	NA	1.28	0.01	0	1	-0.48
chrX	48242863	48252785	ENSG00000204645	SSX4	NA	NA	0.3939626	NA	1.30	0.52	0	1	-0.42
chrX	48261524	48271344	ENSG00000198946	SSX4B	NA	NA	NA	NA	1.72	0.15	0	0	-0.08
chrX	48316920	48328644	ENSG00000017483	SLC38A5	0	0	0.407581994	NA	0.30	0.98	0	1	2.44
chrX	48334541	48344752	ENSG00000068438	FTSJ1	3	0	0.541778899	NA	0.20	0.99	1	1	2.17
chrX	48367350	48379202	ENSG00000102312	PORCN	3	0	0.478175943	NA	0.14	1.00	1	1	2.37
chrX	48379546	48387104	ENSG00000147155	EBP	3	0	0.478930216	NA	0.61	0.00	1	1	0.58
chrX	48397845	48420997	ENSG00000068354	TBC1D25	NA	NA	0.505602927	NA	0.47	0.52	0	1	3.10
chrX	48432837	48437454	ENSG00000102317	RBM3	NA	NA	0.501177374	NA	0.52	0.83	0	1	1.32
chrX	48448430	48463581	ENSG00000101940	WDR13	NA	NA	0.485924095	NA	0.36	0.94	0	1	3.29
chrX	48534985	48549818	ENSG00000015285	WAS	NA	NA	0.523898921	NA	0.15	1.00	1	1	1.98
chrX	48553945	48567403	ENSG00000101945	SUV39H1	NA	NA	0.570193465	NA	0.22	0.99	0	1	3.49
chrX	48620154	48632064	ENSG00000171433	GLOD5	NA	NA	0.395435186	NA	1.64	0.05	0	0	-0.61
chrX	48644962	48652716	ENSG00000102145	GATA1	0	0	0.459475834	NA	0.32	0.95	1	1	1.14
chrX	48659784	48683392	ENSG00000094631	HDAC6	NA	NA	0.551760407	NA	0.07	1.00	1	1	3.29
chrX	48687283	48688548	ENSG00000187682	ERAS	NA	NA	0.404969009	NA	1.45	0.22	0	1	1.48
chrX	48689504	48694035	ENSG00000102109	PCSK1N	NA	NA	0.505826307	NA	1.25	0.53	0	1	0.81
chrX	48750730	48755426	ENSG00000126768	TIMM17B	NA	NA	0.476931503	NA	0.91	0.09	0	1	1.31
chrX	48755195	48760420	ENSG00000102103	PQBP1	3	0	0.533064276	NA	0.50	0.79	1	1	1.92
chrX	48760459	48769235	ENSG00000102100	SLC35A2	3	0	0.515469586	NA	0.56	0.72	1	1	2.50
chrX	48770459	48776301	ENSG00000102096	PIM2	NA	NA	0.559847409	NA	0.32	0.95	0	1	1.34
chrX	48779305	48815648	ENSG00000068308	OTUD5	NA	NA	0.513479095	NA	0.17	1.00	0	1	3.99
chrX	48818639	48827976	ENSG00000102057	KCND1	NA	NA	0.518829731	NA	0.56	0.26	0	1	1.93
chrX	48830134	48858675	ENSG00000068400	GRIPAP1	NA	NA	0.542996276	NA	0.16	1.00	0	1	2.62
chrX	48886242	48901012	ENSG00000068323	TFE3	NA	NA	0.519424505	NA	0.29	0.98	1	1	2.15
chrX	48911101	48927509	ENSG00000147144	CCDC120	NA	NA	0.560364314	NA	0.55	0.43	0	1	0.07
chrX	48928813	48931730	ENSG00000243279	PRAF2	NA	NA	0.439360341	NA	0.67	0.74	0	1	1.17
chrX	48929385	48958108	ENSG00000196998	WDR45	3	0	0.466681952	NA	0.21	0.99	1	1	2.02
chrX	48970334	48980151	ENSG00000068394	GPKOW	NA	NA	0.489770921	NA	0.19	1.00	0	1	0.92
chrX	49019061	49024822	ENSG00000017621	MAGIX	NA	NA	NA	NA	1.83	0.00	0	0	0.22
chrX	49028273	49031588	ENSG00000102007	PLP2	NA	NA	0.511203921	NA	1.55	0.00	0	1	0.25
chrX	49031151	49042845	ENSG00000012211	PRICKLE3	NA	NA	0.503459232	NA	0.48	0.63	0	1	1.19
chrX	49044269	49056718	ENSG00000102003	SYP	1	0	0.568672963	NA	0.39	0.92	1	1	1.33
chrX	49055425	49058913	ENSG00000237341	SYP-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chrX	49061523	49089833	ENSG00000102001	CACNA1F	NA	NA	NA	NA	0.45	0.00	1	1	2.60
chrX	49091927	49106987	ENSG00000101997	CCDC22	NA	NA	0.501632711	NA	0.12	1.00	1	1	1.29
chrX	49106897	49121288	ENSG00000049768	FOXP3	NA	NA	0.459559526	NA	0.20	0.99	1	1	1.67
chrX	49126306	49157929	ENSG00000049769	PPP1R3F	NA	NA	0.556580319	NA	1.31	0.00	0	0	0.21
chrX	49160148	49176323	ENSG00000215274	GAGE10	NA	NA	NA	NA	1.83	0.00	0	1	-0.93
